Ranking,University,City,State,Region,Founded,Students_count,Staff_count,Setting,Latitude,Longitude,Air_quality
428,Hult International Business School,Cambridge ,Massachusetts,Northeast,2003,3999,199,Urban,42.365248,-71.105015,2
429,Butler University,Indianapolis ,Indiana,Midwest,1855,5999,399,Urban,39.76845,-86.156212,2
430,Arkansas State University,Jonesboro ,Arkansas,Southeast,1909,19999,699,Urban,35.838393,-90.710505,2
431,Broward College,Fort Lauderdale ,Florida,Southeast,1959,45000,1999,Urban,26.124163,-80.143586,2
432,Naval Postgraduate School,Monterey ,California,West,1909,3999,699,Suburban,36.596808,-121.897127,2
433,Occidental College,Los Angeles ,California,West,1887,2999,299,Urban,34.052238,-118.243344,3
434,Long Island University,Brooklyn ,New York,Northeast,1926,19999,1499,Suburban,40.692529,-73.990996,2
435,Willamette University,Salem ,Oregon,West,1842,2999,299,Urban,44.939016,-123.039307,1
436,Saint Joseph's University,Philadelphia ,Pennsylvania,Northeast,1851,9999,299,Urban,39.951061,-75.16562,2
437,The University of Tennessee at Chattanooga,Chattanooga ,Tennessee,Southeast,1886,14999,799,Urban,35.045756,-85.308287,2
438,Azusa Pacific University,Azusa ,California,West,1899,14999,1499,Suburban,34.133484,-117.907543,1
439,The College of New Jersey,Ewing ,New Jersey,Northeast,1855,8999,899,Suburban,40.2659,-74.819239,2
440,The Cooper Union for the Advancement of Science and Art,New York City ,New York,Northeast,1859,999,399,Urban,40.713054,-74.007228,2
441,Stephen F. Austin State University,Nacogdoches ,Texas,Southwest,1923,14999,799,Rural,31.603869,-94.656017,1
442,Rhode Island College,Providence ,Rhode Island,Northeast,1854,9999,399,Suburban,41.824461,-71.412747,2
443,Johnson and Wales University,Providence ,Rhode Island,Northeast,1914,9999,299,Urban,41.824461,-71.412747,2
444,Hampshire College,Amherst ,Massachusetts,Northeast,1965,1999,199,Suburban,42.375805,-72.519871,2
445,Adelphi University,Garden City ,New York,Northeast,1896,9999,1499,Suburban,40.728121,-73.63508,4
446,South Dakota State University,Brookings ,South Dakota,Midwest,1881,19999,799,Rural,44.307945,-96.798558,2
447,Widener University,Chester ,Pennsylvania,Northeast,1862,7999,799,Suburban,39.85268,-75.360689,2
448,Regent University,Virginia Beach ,Virginia,Southeast,1978,14999,199,Suburban,36.845117,-75.975518,2
449,Trinity University,San Antonio ,Texas,Southwest,1869,2999,399,Urban,29.425173,-98.494599,1
450,University of Louisiana at Lafayette,Lafayette ,Louisiana,Southeast,1898,19999,999,Urban,30.22126,-92.018773,2
451,Mercer University,Macon ,Georgia,Southeast,1833,9999,699,Urban,32.836038,-83.631709,2
452,SUNY Cortland,Cortland ,New York,Northeast,1868,7999,599,Rural,42.601213,-76.180483,2
453,Valparaiso University,Valparaíso ,Indiana,Midwest,1859,4999,499,Suburban,41.478143,-87.055372,2
454,Whitman College,Walla Walla ,Washington,West,1859,1999,299,Urban,46.065552,-118.333644,1
455,University of West Florida,Pensacola ,Florida,Southeast,1963,19999,399,Urban,30.406931,-87.217578,2
456,University of Wisconsin-Whitewater,Whitewater ,Wisconsin,Midwest,1868,14999,799,Rural,42.850353,-88.72881,2
457,University of New Orleans,New Orleans ,Louisiana,Southeast,1956,9999,599,Urban,29.950621,-90.074948,1
458,University of Central Arkansas,Conway ,Arkansas,Southeast,1907,14999,799,Urban,35.091798,-92.4367,1
459,Stockton University,Galloway ,New Jersey,Northeast,1969,14999,799,Suburban,39.428299,-74.5047,2
460,Rose-Hulman Institute of Technology,Terre Haute ,Indiana,Midwest,1874,2999,299,Urban,39.466479,-87.414045,2
461,Pitzer College,Claremont ,California,West,1963,1999,199,Suburban,34.096606,-117.719315,1
462,"University of California, Hastings College of the Law",San Francisco ,California,West,1878,1999,99,Urban,37.78008,-122.420168,2
463,Andrews University,Berrien Springs ,Michigan,Midwest,1874,4999,299,Suburban,41.946404,-86.338655,2
464,Seattle Pacific University,Seattle ,Washington,West,1891,4999,499,Urban,47.603229,-122.33028,2
465,Pacific University,Forest Grove ,Oregon,West,1849,4999,599,Suburban,45.518392,-123.11119,1
466,Belmont University,Nashville ,Tennessee,Southeast,1890,8999,999,Urban,36.166687,-86.779932,2
467,Academy of Art University,San Francisco ,California,West,1929,14999,1499,Urban,37.78008,-122.420168,2
468,Plymouth State University,Plymouth ,New Hampshire,Northeast,1871,5999,499,Rural,43.757025,-71.687818,2
469,University of West Georgia,Carrollton ,Georgia,Southeast,1906,19999,799,Suburban,33.580312,-85.077583,2
470,Xavier University,Cincinnati ,Ohio,Midwest,1831,7999,899,Urban,39.104427,-84.513808,1
471,State University of New York at New Paltz,New Paltz ,New York,Northeast,1828,9999,699,Suburban,41.74753,-74.086891,2
472,Franklin and Marshall College,Lancaster ,Pennsylvania,Northeast,1787,2999,399,Urban,40.039401,-76.307078,2
473,Columbia College Chicago,Chicago ,Illinois,Midwest,1890,7999,999,Urban,41.883229,-87.632398,2
474,Bridgewater State University,Bridgewater ,Massachusetts,Northeast,1840,14999,399,Suburban,41.990196,-70.975402,2
475,Abilene Christian University,Abilene ,Texas,Southwest,1906,5999,399,Urban,32.453562,-99.732654,2
476,Purdue University Fort Wayne,Fort Wayne ,Indiana,Midwest,2018,14999,399,Suburban,41.077474,-85.137495,2
477,Truman State University,Kirksville ,Missouri,Midwest,1867,6999,399,Rural,40.194722,-92.582052,2
478,Antioch University,Yellow Springs ,Ohio,Midwest,1852,250,N/A,Suburban,39.799009,-83.893555,2
479,University of Mary Washington,Fredericksburg ,Virginia,Southeast,1908,5999,399,Suburban,38.303297,-77.460658,2
480,West Texas A&M University,Canyon ,Texas,Southwest,1910,14999,499,Suburban,34.979872,-101.927566,2
481,Tennessee State University,Nashville ,Tennessee,Southeast,1912,14999,499,Urban,36.166687,-86.779932,2
482,Claremont Graduate University,Claremont ,California,West,1925,2999,199,Suburban,34.096606,-117.719315,1
483,Morgan State University,Baltimore ,Maryland,Southeast,1867,8999,799,Urban,39.290443,-76.612333,2
484,National University,La Jolla ,California,West,1971,29999,1499,Urban,32.847198,-117.2733,2
485,Champlain College,Burlington ,Vermont,Northeast,1878,6999,199,Urban,44.475949,-73.212481,1
486,Youngstown State University,Youngstown ,Ohio,Midwest,1908,14999,499,Urban,41.100083,-80.649387,2
487,Cedarville University,Cedarville ,Ohio,Midwest,1887,4999,399,Suburban,39.74494,-83.808139,2
488,Samford University,Birmingham ,Alabama,Southeast,1841,5999,399,Suburban,33.522859,-86.807705,1
489,University of Scranton,Scranton ,Pennsylvania,Northeast,1888,6999,499,Urban,41.409113,-75.662346,2
490,Norwich University,Northfield ,Vermont,Northeast,1819,4999,499,Rural,44.150647,-72.655705,2
491,University of Southern Indiana,Evansville ,Indiana,Midwest,1965,14999,399,Suburban,37.975708,-87.569907,2
492,Rollins College,Winter Park ,Florida,Southeast,1885,3999,299,Suburban,28.600246,-81.33882,2
493,Pacific Lutheran University,Tacoma ,Washington,West,1890,3999,399,Suburban,47.25308,-122.44153,2
494,Frostburg State University,Frostburg ,Maryland,Southeast,1898,6999,399,Suburban,39.651439,-78.923162,2
495,Delaware State University,Dover ,Delaware,Southeast,1891,4999,399,Urban,39.161912,-75.524704,2
496,Louisiana Tech University,Ruston ,Louisiana,Southeast,1894,14999,499,Rural,32.532435,-92.639039,1
497,The University of Tampa,Tampa ,Florida,Southeast,1931,14999,399,Urban,27.947423,-82.458776,2
498,Metropolitan State University of Denver,Denver ,Colorado,West,1965,24999,599,Urban,39.738453,-104.984853,2
499,Texas Woman's University,Denton ,Texas,Southwest,1901,19999,499,Urban,33.215533,-97.13245,2
500,University of Arkansas for Medical Sciences,Little Rock ,Arkansas,Southeast,1879,3999,1499,Urban,34.748745,-92.275105,1
501,National Defense University,Fort Lesley J McNair ,District of Columbia,Northeast,1976,N/A,N/A,N/A,38.86349,-77.01562,2
502,Gustavus Adolphus College,St. Peter ,Minnesota,Midwest,1862,2999,299,Suburban,44.323871,-93.959297,1
503,Sweet Briar College,Sweet Briar ,Virginia,Southeast,1901,499,99,Suburban,37.55278,-79.066673,2
504,Agnes Scott College,Decatur ,Georgia,Southeast,1889,999,199,Suburban,33.773556,-84.296562,2
505,Troy University,Troy ,Alabama,Southeast,1887,24999,1499,Rural,31.81016,-85.972215,2
506,Siena College,Loudonville ,New York,Northeast,1937,3999,399,Suburban,42.7047,-73.755302,2
507,Fort Hays State University,Hays ,Kansas,Midwest,1902,19999,799,Rural,38.87821,-99.317831,2
508,Valdosta State University,Valdosta ,Georgia,Southeast,1906,14999,699,Urban,30.830747,-83.278796,2
509,SUNY Geneseo,Geneseo ,New York,Northeast,1871,6999,399,Rural,42.800062,-77.815838,2
510,Florida Agricultural and Mechanical University,Tallahassee ,Florida,Southeast,1887,14999,699,Urban,30.440741,-84.278328,2
511,University of New England,Biddeford ,Maine,Northeast,1831,14999,699,Suburban,43.482944,-70.471358,2
512,California Institute of the Arts,Valencia ,California,West,1961,1999,299,Suburban,34.389444,-118.564722,2
513,Touro College,New York City ,New York,Northeast,1971,19999,1499,Urban,40.713054,-74.007228,2
514,Seton Hill University,Greensburg ,Pennsylvania,Northeast,1885,3999,199,Suburban,40.310785,-79.547152,2
515,Elmhurst University,Elmhurst ,Illinois,Midwest,1871,3999,399,Suburban,41.902162,-87.939953,2
516,Emporia State University,Emporia ,Kansas,Midwest,1863,6999,299,Rural,38.412238,-96.200172,2
517,University of Hartford,West Hartford ,Connecticut,Northeast,1957,8999,999,Urban,41.762008,-72.741807,2
518,School of the Art Institute of Chicago,Chicago ,Illinois,Midwest,1866,3999,799,Urban,41.883229,-87.632398,2
519,University of Wisconsin-Stout,Menomonie ,Wisconsin,Midwest,1891,14999,499,Rural,44.876467,-91.929799,1
520,Kean University,Union ,New Jersey,Northeast,1855,19999,1499,Suburban,40.696436,-74.269889,2
521,Illinois Wesleyan University,Bloomington ,Illinois,Midwest,1850,1999,299,Urban,40.477092,-88.993221,2
522,"California State University, Monterey Bay",Seaside ,California,West,1994,8999,499,Suburban,36.604439,-121.854625,2
523,Wabash College,Crawfordsville ,Indiana,Midwest,1832,999,99,Suburban,40.042859,-86.903342,2
524,Lawrence University,Appleton ,Wisconsin,Midwest,1847,1999,299,Urban,44.261982,-88.40724,1
525,Morehouse College,Atlanta ,Georgia,Southeast,1867,2999,199,Urban,33.748547,-84.391502,2
526,Lesley University,Cambridge ,Massachusetts,Northeast,1909,6999,699,Urban,42.365248,-71.105015,2
527,Hamline University,Saint Paul ,Minnesota,Midwest,1854,5999,399,Urban,44.943719,-93.094281,1
528,St. Catherine University,Saint Paul ,Minnesota,Midwest,1905,5999,499,Urban,44.943719,-93.094281,1
529,Louisiana State University Health Sciences Center,New Orleans ,Louisiana,Southeast,1931,3999,1499,Urban,29.950621,-90.074948,1
530,Claremont McKenna College,Claremont ,California,West,1946,1999,199,Suburban,34.096606,-117.719315,1
531,Rhodes College,Memphis ,Tennessee,Southeast,1848,2999,299,Urban,35.143378,-90.052136,1
532,Texas Tech University Health Sciences Center,Lubbock ,Texas,Southwest,1969,6999,899,Urban,33.583578,-101.855113,2
533,Western Oregon University,Monmouth ,Oregon,West,1856,6999,399,Suburban,44.848552,-123.23732,1
534,Spelman College,Atlanta ,Georgia,Southeast,1881,2999,299,Urban,33.748547,-84.391502,2
535,Sewanee: The University of the South,Sewanee ,Tennessee,Southeast,1857,1999,299,Rural,35.194813,-85.917464,2
536,Icahn School of Medicine at Mount Sinai,New York City ,New York,Northeast,1963,1999,4499,Urban,40.713054,-74.007228,2
537,Coastal Carolina University,Conway ,South Carolina,Southeast,1954,14999,599,Urban,33.837943,-79.059913,2
538,Muhlenberg College,Allentown ,Pennsylvania,Northeast,1848,2999,399,Urban,40.602753,-75.469759,2
539,Berea College,Berea ,Kentucky,Southeast,1855,1999,199,Rural,37.568457,-84.296789,2
540,Maryland Institute College of Art,Baltimore ,Maryland,Southeast,1826,2999,199,Urban,39.290443,-76.612333,2
541,William Paterson University,Wayne ,New Jersey,Northeast,1855,14999,499,Suburban,40.927178,-74.231046,2
542,The College of Wooster,Wooster ,Ohio,Midwest,1866,2999,299,Suburban,40.79818,-81.939946,2
543,Salisbury University,Salisbury ,Maryland,Southeast,1925,9999,799,Suburban,38.365568,-75.599181,2
544,Tuskegee University,Tuskegee ,Alabama,Southeast,1881,3999,299,Rural,32.423636,-85.690489,2
545,Southern Oregon University,Ashland ,Oregon,West,1926,7999,399,Suburban,42.190417,-122.703274,1
546,California Lutheran University,Thousand Oaks ,California,West,1959,4999,199,Urban,34.176083,-118.848743,1
547,SUNY College at Oneonta,Oneonta ,New York,Northeast,1889,7999,499,Rural,42.45297,-75.063158,2
548,Southern Utah University,Cedar City ,Utah,West,1897,19999,499,Rural,37.677344,-113.061742,1
549,North Carolina Central University,Durham ,North Carolina,Southeast,1910,9999,699,Urban,35.996948,-78.899023,1
550,Golden Gate University,San Francisco ,California,West,1901,3999,99,Urban,37.78008,-122.420168,2
551,University of Puget Sound,Tacoma ,Washington,West,1888,2999,399,Urban,47.25308,-122.44153,2
552,University of Hawaii at Manoa,Honolulu ,Hawaii,Northeast,1907,24999,2499,Urban,21.30992,-157.858158,1
553,Virginia Military Institute,Lexington ,Virginia,Southeast,1839,1999,199,Rural,37.780936,-79.446556,2
554,St. Edward's University,Austin ,Texas,Southwest,1885,4999,399,Urban,30.264979,-97.746598,2
555,Bryant University,Smithfield ,Rhode Island,Northeast,1863,4999,299,Suburban,41.879115,-71.483358,2
556,Southeast Missouri State University,Cape Girardeau ,Missouri,Midwest,1873,14999,499,Rural,37.313167,-89.552421,2
557,Goucher College,Towson ,Maryland,Southeast,1885,2999,199,Suburban,39.401814,-76.602736,2
558,Murray State University,Murray ,Kentucky,Southeast,1922,14999,699,Rural,36.610582,-88.315258,2
559,Roger Williams University,Bristol ,Rhode Island,Northeast,1956,5999,599,Suburban,41.677071,-71.259798,2
560,Denison University,Granville ,Ohio,Midwest,1831,2999,299,Suburban,40.066734,-82.520263,2
561,Northeastern Illinois University,Chicago ,Illinois,Midwest,1949,14999,699,Urban,41.883229,-87.632398,2
562,Roosevelt University,Chicago ,Illinois,Midwest,1945,5999,599,Urban,41.883229,-87.632398,2
563,High Point University,High Point ,North Carolina,Southeast,1924,5999,399,Urban,35.953972,-80.003935,1
564,The State University of New York at Potsdam,Potsdam ,New York,Northeast,1816,4999,399,Rural,44.668662,-74.984933,2
565,Winthrop University,Rock Hill ,South Carolina,Southeast,1886,7999,599,Urban,34.94133,-81.0301,2
566,Southeastern Louisiana University,Hammond ,Louisiana,Southeast,1925,19999,699,Urban,30.503682,-90.458285,1
567,St. Lawrence University,Canton ,New York,Northeast,1856,2999,299,Rural,44.595632,-75.169226,2
568,New York Institute of Technology,Old Westbury ,New York,Northeast,1955,8999,999,Suburban,40.788748,-73.599747,4
569,Georgia College and State University,Milledgeville ,Georgia,Southeast,1889,7999,499,Rural,33.080242,-83.232058,2
570,The University of Oklahoma Health Sciences Center,Oklahoma City ,Oklahoma,Southwest,1900,3999,1999,Urban,35.468494,-97.521264,2
571,Alfred University,Alfred ,New York,Northeast,1836,2999,299,Rural,42.254724,-77.790363,2
572,Millersville University of Pennsylvania,Millersville ,Pennsylvania,Northeast,1855,9999,499,Suburban,40.002712,-76.356259,2
573,Augsburg University,Minneapolis ,Minnesota,Midwest,1869,4999,399,Urban,44.977479,-93.264346,1
574,Elizabethtown College,Elizabethtown ,Pennsylvania,Northeast,1899,1999,199,Suburban,40.15153,-76.605969,2
575,La Salle University,Philadelphia ,Pennsylvania,Northeast,1863,7999,599,Urban,39.951061,-75.16562,2
576,Lake Superior State University,Sault Ste. Marie ,Michigan,Midwest,1946,2999,199,Rural,46.497691,-84.347598,2
577,California College of the Arts,San Francisco ,California,West,1907,2999,499,Urban,37.78008,-122.420168,2
578,Oral Roberts University,Tulsa ,Oklahoma,Southwest,1963,4999,399,Urban,36.155327,-95.992083,2
579,"Hunter College, CUNY",New York City ,New York,Northeast,1870,29999,2499,Urban,40.713054,-74.007228,2
580,SUNY Upstate Medical University,Syracuse ,New York,Northeast,1834,1999,999,Urban,43.047945,-76.147448,2
581,Bloomsburg University of Pennsylvania,Bloomsburg ,Pennsylvania,Northeast,1839,14999,599,Rural,41.003507,-76.457647,2
582,University of Mississippi Medical Center,Jackson ,Mississippi,Southeast,1955,2999,N/A,Urban,32.302897,-90.183488,2
583,University of La Verne,La Verne ,California,West,1891,9999,799,Suburban,34.111558,-117.765873,1
584,Bluffton University,Bluffton ,Ohio,Midwest,1899,999,199,Rural,40.895194,-83.889436,2
585,Pittsburg State University,Pittsburg ,Kansas,Midwest,1903,8999,499,Rural,37.411115,-94.704813,2
586,Sacred Heart University,Fairfield ,Connecticut,Northeast,1963,9999,999,Suburban,41.143322,-73.249812,2
587,Sarah Lawrence College,Bronxville ,New York,Northeast,1926,1999,399,Suburban,40.936383,-73.831381,2
588,St. Bonaventure University,St. Bonaventure ,New York,Northeast,1858,2999,299,Rural,42.081076,-78.477899,2
589,SUNY Downstate Medical Center,Brooklyn ,New York,Northeast,1860,2999,799,Urban,40.692529,-73.990996,2
590,University of Portland,Portland ,Oregon,West,1901,5999,599,Urban,45.516018,-122.681425,1
591,"The Citadel, The Military College of South Carolina",Charleston ,South Carolina,Southeast,1842,4999,399,Urban,32.77647,-79.931027,1
592,Minneapolis College of Art and Design,Minneapolis ,Minnesota,Midwest,1886,999,199,Urban,44.977479,-93.264346,1
593,Capital University,Columbus ,Ohio,Midwest,1830,3999,499,Suburban,39.962649,-82.996216,2
594,Minnesota State University Moorhead,Moorhead ,Minnesota,Midwest,1887,7999,399,Suburban,46.873809,-96.767816,2
595,Barry University,Miami ,Florida,Southeast,1940,8999,999,Suburban,25.775084,-80.194702,2
596,University of South Alabama,Mobile ,Alabama,Southeast,1963,19999,1499,Urban,30.688943,-88.044822,2
597,Beloit College,Beloit ,Wisconsin,Midwest,1846,1999,199,Urban,42.499646,-89.033615,1
598,Saint Mary's College of California,Moraga ,California,West,1863,4999,999,Suburban,37.838529,-122.126077,2
599,Messiah University,Mechanicsburg ,Pennsylvania,Northeast,1909,3999,399,Suburban,40.213283,-77.008033,2
600,Mills College,Oakland ,California,West,1852,1999,199,Urban,37.804828,-122.27248,1
601,Longwood University,Farmville ,Virginia,Southeast,1839,5999,499,Rural,37.296592,-78.394282,2
602,Austin Peay State University,Clarksville ,Tennessee,Southeast,1927,14999,499,Urban,36.527278,-87.360338,2
603,Carson-Newman University,Jefferson City ,Tennessee,Southeast,1851,2999,299,Suburban,36.117917,-83.490238,2
604,University of Nebraska at Kearney,Kearney ,Nebraska,Midwest,1903,8999,499,Rural,40.701497,-99.082969,2
605,Baldwin Wallace University,Berea ,Ohio,Midwest,1845,4999,499,Suburban,41.366288,-81.853772,2
606,Arcadia University,Glenside ,Pennsylvania,Northeast,1853,4999,599,Suburban,40.102454,-75.151903,2
607,Saint Michael's College,Colchester ,Vermont,Northeast,1904,3999,199,Suburban,44.543794,-73.148215,2
608,California Institute of Integral Studies,San Francisco ,California,West,1968,1999,299,Urban,37.78008,-122.420168,2
609,The University of Texas at Tyler,Tyler ,Texas,Southwest,1971,14999,499,Suburban,32.350763,-95.300644,1
610,SUNY Empire State College,Saratoga Springs ,New York,Northeast,1971,19999,899,Suburban,43.083233,-73.78477,2
611,St Petersburg College,Clearwater ,Florida,Southeast,1927,39999,1499,Urban,27.963991,-82.799957,2
612,Milwaukee School of Engineering,Milwaukee ,Wisconsin,Midwest,1903,2999,299,Urban,43.041072,-87.909421,2
613,Bellevue University,Bellevue ,Nebraska,Midwest,1966,14999,699,Suburban,41.151057,-95.90025,2
614,Texas A&M University-Commerce,Commerce ,Texas,Southwest,1889,19999,399,Rural,33.250697,-95.898194,2
615,Gordon College,Wenham ,Massachusetts,Northeast,1889,2999,199,Suburban,42.605427,-70.895446,2
616,The College at Brockport,Brockport ,New York,Northeast,1867,9999,699,Suburban,43.214471,-77.938805,3
617,Saint Anselm College,Manchester ,New Hampshire,Northeast,1889,2999,299,Suburban,42.990926,-71.463091,2
618,Saint Leo University,Saint Leo ,Florida,Southeast,1889,24999,999,Rural,28.335805,-82.257249,2
619,Regis University,Denver ,Colorado,West,1877,14999,799,Urban,39.738453,-104.984853,1
620,Santa Fe College,Gainesville ,Florida,Southeast,1966,19999,799,Suburban,29.651958,-82.325024,2
621,Kettering University,Flint ,Michigan,Midwest,1919,2999,199,Urban,43.00992,-83.685109,3
622,Hampton University,Hampton ,Virginia,Southeast,1868,4999,299,Urban,37.028265,-76.342338,2
623,SUNY Polytechnic Institute,Utica ,New York,Northeast,1966,3999,299,Suburban,43.102016,-75.230012,2
624,Luther College,Decorah ,Iowa,Midwest,1861,2999,299,Rural,43.303293,-91.788341,2
625,Hendrix College,Conway ,Arkansas,Southeast,1876,1999,199,Suburban,35.091798,-92.4367,1
626,Christopher Newport University,Newport News ,Virginia,Southeast,1961,5999,499,Urban,36.977714,-76.430349,2
627,Jackson State University,Jackson ,Mississippi,Southeast,1877,14999,599,Urban,32.302897,-90.183488,2
628,Ohio Wesleyan University,Delaware ,Ohio,Midwest,1842,1999,299,Suburban,40.301498,-83.067539,2
629,State University of New York at Fredonia,Fredonia ,New York,Northeast,1826,4999,499,Rural,42.439996,-79.331441,2
630,Bellarmine University,Louisville ,Kentucky,Southeast,1950,4999,499,Suburban,38.256078,-85.751569,2
631,Bethel University,Saint Paul ,Minnesota,Midwest,1871,4999,499,Suburban,44.943719,-93.094281,1
632,"Purchase College, State University of New York",Purchase ,New York,Northeast,1967,4999,499,Suburban,41.040798,-73.714996,2
633,St. Mary's University,San Antonio ,Texas,Southwest,1852,3999,499,Urban,29.425173,-98.494599,2
634,"Wheaton College, Massachusetts",Norton ,Massachusetts,Northeast,1912,1999,199,Suburban,41.967205,-71.188528,2
635,South University,Savannah ,Georgia,Southeast,1899,1999,199,Urban,32.08059,-81.090103,1
636,George Fox University,Newberg ,Oregon,West,1891,4999,699,Suburban,45.300317,-122.979156,1
637,Harding University,Searcy ,Arkansas,Southeast,1924,6999,499,Suburban,35.250783,-91.736336,2
638,Ashland University,Ashland ,Ohio,Midwest,1878,9999,499,Suburban,40.86933,-82.317916,2
639,Southern Connecticut State University,New Haven ,Connecticut,Northeast,1893,14999,1499,Urban,41.308252,-72.924161,2
640,University of Detroit Mercy,Detroit ,Michigan,Midwest,1877,5999,399,Urban,42.332916,-83.047853,3
641,University of Redlands,Redlands ,California,West,1907,5999,299,Urban,34.055562,-117.182603,1
642,California State University Channel Islands,Camarillo ,California,West,2002,8999,499,Suburban,34.225403,-119.050667,1
643,Albion College,Albion ,Michigan,Midwest,1835,1999,199,Suburban,42.248,-84.753018,2
644,Dominican University of California,San Rafael ,California,West,1890,1999,399,Urban,37.974575,-122.531868,1
645,Campbell University,Buies Creek ,North Carolina,Southeast,1887,7999,699,Suburban,35.407032,-78.737457,2
646,Southwestern University,Georgetown ,Texas,Southwest,1840,1999,199,Suburban,30.63325,-97.676978,2
647,Wilkes University,Wilkes-Barre ,Pennsylvania,Northeast,1933,7999,499,Urban,41.246249,-75.881184,2
648,Western Connecticut State University,Danbury ,Connecticut,Northeast,1903,6999,299,Urban,41.393666,-73.451539,2
649,University of Wisconsin-Platteville,Platteville ,Wisconsin,Midwest,1866,9999,499,Rural,42.732914,-90.4781,1
650,University of Southern Maine,Portland ,Maine,Northeast,1878,14999,899,Urban,43.659218,-70.256519,2
651,Canisius College,Buffalo ,New York,Northeast,1870,3999,399,Urban,42.887691,-78.879374,2
652,Hood College,Frederick ,Maryland,Southeast,1893,2999,299,Urban,39.414181,-77.410935,2
653,Le Moyne College,Syracuse ,New York,Northeast,1946,3999,399,Urban,43.047945,-76.147448,2
654,University of North Carolina at Asheville,Asheville ,North Carolina,Southeast,1927,4999,399,Urban,35.595889,-82.550039,2
655,Hawaii Pacific University,Honolulu ,Hawaii,Northeast,1965,4999,399,Urban,21.30992,-157.858158,1
656,Washington College,Chestertown ,Maryland,Southeast,1782,1999,199,Rural,39.211199,-76.06576,2
657,University of New Haven,West Haven ,Connecticut,Northeast,1920,7999,699,Suburban,41.272336,-72.949817,2
658,Clark Atlanta University,Atlanta ,Georgia,Southeast,1988,4999,299,Urban,33.748547,-84.391502,2
659,John Carroll University,University Heights ,Ohio,Midwest,1886,4999,199,Suburban,41.4978,-81.536268,3
660,Columbia College,Columbia ,Missouri,Midwest,1851,19999,99,Urban,38.951551,-92.328594,2
661,Northwest Missouri State University,Maryville ,Missouri,Midwest,1905,7999,299,Rural,40.346095,-94.872948,2
662,University of Central Oklahoma,Edmond ,Oklahoma,Southwest,1890,19999,599,Suburban,35.65314,-97.481511,2
663,New Jersey City University,Jersey City ,New Jersey,Northeast,1927,9999,299,Urban,40.717495,-74.044111,2
664,University of North Carolina at Pembroke,Pembroke ,North Carolina,Southeast,1887,7999,499,Rural,34.680993,-79.195647,2
665,"California State University, Bakersfield",Bakersfield ,California,West,1965,14999,699,Urban,35.373405,-119.018911,1
666,The University of the Arts,Philadelphia ,Pennsylvania,Northeast,1876,2999,199,Urban,39.951061,-75.16562,2
667,Texas Southern University,Houston ,Texas,Southwest,1927,14999,699,Urban,29.760803,-95.369506,2
668,South Dakota School of Mines and Technology,Rapid City ,South Dakota,Midwest,1885,3999,199,Urban,44.082995,-103.224443,2
669,Kutztown University of Pennsylvania,Kutztown ,Pennsylvania,Northeast,1866,8999,499,Suburban,40.518999,-75.776185,2
670,Augustana College,Rock Island ,Illinois,Midwest,1860,2999,299,Urban,41.472348,-90.583568,2
671,New York Law School,New York City ,New York,Northeast,1891,1999,199,Urban,40.713054,-74.007228,2
672,Salem State University,Salem ,Massachusetts,Northeast,1854,14999,399,Suburban,42.521406,-70.89864,2
673,The College of St. Scholastica,Duluth ,Minnesota,Midwest,1912,5999,499,Urban,46.782882,-92.105457,1
674,Fayetteville State University,Fayetteville ,North Carolina,Southeast,1867,7999,499,Urban,35.054417,-78.883659,2
675,The University of Tennessee Health Science Center,Memphis ,Tennessee,Southeast,1911,3999,1999,Urban,35.143378,-90.052136,2
676,Northeastern State University,Tahlequah ,Oklahoma,Southwest,1851,9999,499,Rural,35.911688,-94.971727,2
677,State University of New York College at Plattsburgh,Plattsburgh ,New York,Northeast,1889,6999,499,Suburban,44.699668,-73.451807,2
678,Uniformed Services University of the Health Sciences,Bethesda ,Maryland,Southeast,1972,1499,N/A,N/A,38.984757,-77.094135,2
679,University of Houston-Downtown,Houston ,Texas,Southwest,1974,19999,799,Urban,29.760803,-95.369506,2
680,Jacksonville State University,Jacksonville ,Alabama,Southeast,1883,14999,499,Urban,33.816553,-85.761223,2
681,Ramapo College of New Jersey,Mahwah ,New Jersey,Northeast,1969,6999,299,Suburban,41.093988,-74.145079,2
682,Colorado Technical University,Colorado Springs ,Colorado,West,1965,44999,N/A,Urban,38.835224,-104.819798,2
683,Ohio Northern University,Ada ,Ohio,Midwest,1871,3999,599,Suburban,40.769416,-83.823205,2
684,University of Bridgeport,Bridgeport ,Connecticut,Northeast,1927,6999,599,Urban,41.179195,-73.189476,2
685,University of Central Missouri,Warrensburg ,Missouri,Midwest,1871,19999,499,Rural,38.771088,-93.735354,2
686,University of Mary Hardin-Baylor,Belton ,Texas,Southwest,1845,4999,199,Suburban,31.056417,-97.463763,2
687,Knox College,Galesburg ,Illinois,Midwest,1837,1999,199,Rural,40.947504,-90.372488,2
688,Carthage College,Kenosha ,Wisconsin,Midwest,1847,3999,399,Suburban,42.588079,-87.822877,2
689,Brigham Young University-Hawaii,Laie ,Hawaii,Northeast,1955,4999,199,Suburban,21.648998,-157.923491,2
690,Mercy College,Dobbs Ferry ,New York,Northeast,1952,14999,899,Suburban,41.014257,-73.872696,2
691,Bennington College,Bennington ,Vermont,Northeast,1932,999,199,Rural,42.878372,-73.19709,2
